0,0,0,0,6.61468505859
0,0,0,0,6.68358802795
0,0,0,0,6.66332244873
0,0,0,0,6.59847259521
0,0,0,0,6.56199455261
0,0,0,0,6.66332244873
0,0,0,0,6.66737556458
0,0,0,0,6.57820701599
0,0,0,0,6.69980049133
0,0,0,0,6.67953491211
0,0,0,0,6.71601295471
0,0,0,0,6.56199455261
0,0,0,0,6.63089752197
0,0,0,0,6.61468505859
0,0,0,0,6.61063194275
0,0,0,0,6.66332244873
0,0,0,0,6.61468505859
0,0,0,0,6.69574737549
0,0,0,0,6.59441947937
0,0,0,0,6.66332244873
0,0,0,0,6.56199455261
0,0,0,0,6.64710998535
0,0,0,0,6.66332244873
0,0,0,0,6.63089752197
0,0,0,0,6.59441947937
0,0,0,0,6.64710998535
0,0,0,0,6.63089752197
0,0,0,0,6.59441947937
0,0,0,0,6.64710998535
0,0,0,0,6.61063194275
0,0,0,0,6.64710998535
0,0,0,0,6.69980049133
0,0,0,0,6.66332244873
0,0,0,0,6.58226013184
0,0,0,0,6.24179840088
0,0,0,0,6.67953491211
0,0,0,0,6.64710998535
0,0,0,0,6.59847259521
0,0,0,0,6.64710998535
0,0,0,0,6.69980049133
0,0,0,0,6.62684440613
0,0,0,0,6.52956962585
0,0,0,0,6.66737556458
0,0,0,0,6.23774528503
0,0,0,0,6.23774528503
0,0,0,0,6.62684440613
0,0,0,0,6.69980049133
0,0,0,0,6.22153282166
0,0,0,0,6.25395774841
0,0,0,0,6.25395774841
0,0,0,0,6.68358802795
0,0,0,0,6.66737556458
0,0,0,0,6.32286071777
0,0,0,0,6.25395774841
0,0,0,0,6.68358802795
0,0,0,0,6.67953491211
0,0,0,0,6.30664825439
0,0,0,0,6.33907318115
0,0,0,0,6.27017021179
0,0,0,0,6.32286071777
0,0,0,0,6.67953491211
0,0,0,0,6.343126297
0,0,0,0,6.35933876038
0,0,0,0,6.71601295471
0,0,0,0,6.74843788147
0,0,0,0,6.69980049133
0,0,0,0,6.78086280823
0,0,0,0,6.76465034485
0,0,0,0,6.69574737549
0,0,0,0,6.81734085083
0,0,0,0,6.84976577759
0,0,0,0,6.76465034485
0,0,0,0,6.72817230225
0,0,0,0,6.76465034485
0,0,0,0,6.81734085083
0,0,0,0,6.44445419312
0,0,0,0,6.76870346069
0,0,0,0,7.29155540466
0,0,0,0,6.88624382019
0,0,0,0,7.31182098389
0,0,0,0,6.90245628357
0,0,0,0,7.36045837402
